,stories,topics,locations,left,center,right,story_links,majority_coverage,n_sources,title,source,sample,lean,date
12,Animal cookies recalled after metal found inside,Business, New York,0%,100,0%,http://ground.news/article/animal-cookies-recalled-after-metal-found-inside_3073c2,Center,14,Target fudge-covered animal crackers recalled,audacy.com,"A recall has been issued for animal cookies sold at Target as they may have been contaminated with metal, according to the Food and Drug Administration.",center,2022-08-29
12,Animal cookies recalled after metal found inside,Business, New York,0%,100,0%,http://ground.news/article/animal-cookies-recalled-after-metal-found-inside_3073c2,Center,14,Recall issued for animal cookies sold at Target due to possible metal fragments,WPTZ,Consumers who bought these cookies are advised to return them to the place of purchase for a full refund.,center,2022-08-29
12,Animal cookies recalled after metal found inside,Business, New York,0%,100,0%,http://ground.news/article/animal-cookies-recalled-after-metal-found-inside_3073c2,Center,14,"White fudge animal cookies sold at Target recalled, may contain metal",WRIC,"RICHMOND, Va. (WRIC) — A fan favorite sweet treat, Market Pantry White Fudge Covered Animal Cookies, have been recalled because they may contain metal, and could cause serious injury. D. F. Stauffer Biscuit Co., Inc. voluntarily recalled specific lot numbers of the 44 ounce jar of cookies after metal wire was found inside a portion of the cookies. According to the FDA, the metal is classified as ""foodborne foreign objects."" Foodborne foreign obj…",center,2022-08-29
13,"Boris Johnson could try for political comeback like 'Berlusconi or Trump', says Rory Stewart",Europe, London,71%,15%,14%,http://ground.news/article/boris-johnson-could-try-for-political-comeback-like-berlusconi-or-trump-says-rory-stewart_73bd37,Left,7,"Boris Johnson wants to ‘do a Berlusconi’ back to power, says Rory Stewart",The Guardian,Former Tory rival says outgoing PM aims to return to No 10 in style of other deposed populists,left,2022-08-29
13,"Boris Johnson could try for political comeback like 'Berlusconi or Trump', says Rory Stewart",Europe, London,71%,15%,14%,http://ground.news/article/boris-johnson-could-try-for-political-comeback-like-berlusconi-or-trump-says-rory-stewart_73bd37,Left,7,"Boris Johnson hopes to return to power ‘like Trump’, says Rory Stewart",The Independent,‘I fear we’re going to end up with a second Berlusconi or a second Trump trying to rock back in again’,left,2022-08-29
13,"Boris Johnson could try for political comeback like 'Berlusconi or Trump', says Rory Stewart",Europe, London,71%,15%,14%,http://ground.news/article/boris-johnson-could-try-for-political-comeback-like-berlusconi-or-trump-says-rory-stewart_73bd37,Left,7,"Boris Johnson hopes to make Donald Trump-style comeback as PM, warns ex-minister",Daily Mirror,Former Tory Cabinet Minister Rory Stewart said the outgoing PM has an 'extraordinary ego' and could make fresh tilt for No10,left,2022-08-29
13,"Boris Johnson could try for political comeback like 'Berlusconi or Trump', says Rory Stewart",Europe, London,71%,15%,14%,http://ground.news/article/boris-johnson-could-try-for-political-comeback-like-berlusconi-or-trump-says-rory-stewart_73bd37,Left,7,"Boris Johnson could try for political comeback like 'Berlusconi or Trump', says Rory Stewart",Sky News,"The former Tory minister and long-standing critic of the PM accuses the outgoing premier of having ""an extraordinary ego"".",center,2022-08-29
13,"Boris Johnson could try for political comeback like 'Berlusconi or Trump', says Rory Stewart",Europe, London,71%,15%,14%,http://ground.news/article/boris-johnson-could-try-for-political-comeback-like-berlusconi-or-trump-says-rory-stewart_73bd37,Left,7,Boris Johnson may be gone but he can still make or break the Tory party,The Sun,"I MAY have been first to use the phrase “sellers’ remorse”, during a TalkTV interview on the day Boris surrendered to the mob.But it was no great feat of clairvoyance. Anyone with half a brain could imagine an unfettered BoJo becoming even larger than life outside Number Ten than he was as PM.Boris Johnson may be gone but he can still make or break the Tory partyIf he was irrepressible within the constraints of high office, just watch him go onc…",right,2022-08-29
13,"Boris Johnson could try for political comeback like 'Berlusconi or Trump', says Rory Stewart",Europe, London,71%,15%,14%,http://ground.news/article/boris-johnson-could-try-for-political-comeback-like-berlusconi-or-trump-says-rory-stewart_73bd37,Left,7,"Johnson wants to ‘do a Berlusconi’ back to power, says Rory Stewart",Irish Times,Former Conservative rival  says outgoing prime minister aims to make a populist return,left,2022-08-29
14,Detroit police arrest suspected gunman in ‘random’ shootings,US & Canada, Detroit,18%,65%,17%,http://ground.news/article/detroit-police-arrest-suspected-gunman-in-random-shootings_52c6a3,Center,77,Detroit police arrest suspected gunman in seemingly random shootings,CTV News,"Four people were shot, three fatally, by a man who appeared to be firing at people randomly over a roughly 2 1/2-hour period Sunday morning in Detroit, police said.",center,2022-08-29
14,Detroit police arrest suspected gunman in ‘random’ shootings,US & Canada, Detroit,18%,65%,17%,http://ground.news/article/detroit-police-arrest-suspected-gunman-in-random-shootings_52c6a3,Center,77,Detroit police search for suspect after 4 people shot - National,Global News,"Four people were shot, three fatally, by a person who appeared to be firing at people randomly over a roughly 2 1/2-hour period Sunday morning in Detroit, police said.",left,2022-08-29
14,Detroit police arrest suspected gunman in ‘random’ shootings,US & Canada, Detroit,18%,65%,17%,http://ground.news/article/detroit-police-arrest-suspected-gunman-in-random-shootings_52c6a3,Center,77,Detroit police search for gunman in fatal 'random' shootings,The Independent,"Detroit police say four people were shot, three fatally, by a person who appeared to be firing at people randomly over a roughly 2 1/2-hour period",left,2022-08-29
14,Detroit police arrest suspected gunman in ‘random’ shootings,US & Canada, Detroit,18%,65%,17%,http://ground.news/article/detroit-police-arrest-suspected-gunman-in-random-shootings_52c6a3,Center,77,Suspect arrested in 'random' Detroit shootings,USA Today,"Detroit police say a man suspected of randomly shooting four people, three fatally, on the city's west side has been arrested. (Aug. 29)",left,2022-08-29
14,Detroit police arrest suspected gunman in ‘random’ shootings,US & Canada, Detroit,18%,65%,17%,http://ground.news/article/detroit-police-arrest-suspected-gunman-in-random-shootings_52c6a3,Center,77,Detroit police arrest suspected gunman in ‘random’ shootings,Washington Times,"Four people were shot, three fatally, by a man who appeared to be firing at people randomly over a roughly 2 1/2-hour period Sunday morning in Detroit, police said.",right,2022-08-29
14,Detroit police arrest suspected gunman in ‘random’ shootings,US & Canada, Detroit,18%,65%,17%,http://ground.news/article/detroit-police-arrest-suspected-gunman-in-random-shootings_52c6a3,Center,77,Suspect in custody after deadly string of random shootings in Detroit: Police,abc News,The city of Detroit was on edge after police said a single gunman shot four randomly selected victims in 2 hours and 25 minutes Sunday morning.,left,2022-08-29
0,Many teens cannot discern true online health messages from fake ones,US & Canada, Washington,17%,83%,0%,http://ground.news/article/many-teens-cannot-discern-true-online-health-messages-from-fake-ones_5b9a76,Center,6,Many teens cannot discern true online health messages from fake ones,The Hill,Story at a glance The rise of online medical misinformation has raised alarm bells for professionals and social media platforms alike. In an effort to test teens’ understanding of real vs. fake med…,center,2022-08-29
0,Many teens cannot discern true online health messages from fake ones,US & Canada, Washington,17%,83%,0%,http://ground.news/article/many-teens-cannot-discern-true-online-health-messages-from-fake-ones_5b9a76,Center,6,41% of teenagers can't tell the difference between true and fake online health messages,Eurek Alert,"A new study has found that teenagers have a hard time discerning between fake and true health messages. Only 48% of the participants trusted accurate health messages (without editorial elements) more than fake ones. Meanwhile, 41% considered fake and true neutral messages equally trustworthy and 11% considered true neutral health messages less trustworthy than fake health messages. The results highlight a need for better training of teenagers to…",center,2022-08-29
0,Many teens cannot discern true online health messages from fake ones,US & Canada, Washington,17%,83%,0%,http://ground.news/article/many-teens-cannot-discern-true-online-health-messages-from-fake-ones_5b9a76,Center,6,41% of teenagers can't tell the difference between true and fake online health messages,Medical Xpress,"A new study has found that teenagers have a hard time discerning between fake and true health messages. Only 48% of the participants trusted accurate health messages (without editorial elements) more than fake ones. Meanwhile, 41% considered fake and true neutral messages equally trustworthy and 11% considered true neutral health messages less trustworthy than fake health messages. The results highlight a need for better training of teenagers to ",center,2022-08-29
0,Many teens cannot discern true online health messages from fake ones,US & Canada, Washington,17%,83%,0%,http://ground.news/article/many-teens-cannot-discern-true-online-health-messages-from-fake-ones_5b9a76,Center,6,"Teenagers struggle to tell the difference between real and fake health advice, study shows",iNews,The findings have prompted calls for youths to have ‘training’ in how to spot fake health news online,left,2022-08-29
0,Many teens cannot discern true online health messages from fake ones,US & Canada, Washington,17%,83%,0%,http://ground.news/article/many-teens-cannot-discern-true-online-health-messages-from-fake-ones_5b9a76,Center,6,41% of teenagers can't tell the difference between true and fake online health messages,IBTimes India,"A new study has found that teenagers have a hard time discerning between fake and true health messages. Only 48% of the participants trusted accurate health messages (without editorial elements) more than fake ones. Meanwhile, 41% considered fake and true neutral messages equally trustworthy and 11% considered true neutral health messages less trustworthy than fake health messages. The results highlight a need for better training of teenagers to…",None,2022-08-29
0,Many teens cannot discern true online health messages from fake ones,US & Canada, Washington,17%,83%,0%,http://ground.news/article/many-teens-cannot-discern-true-online-health-messages-from-fake-ones_5b9a76,Center,6,Headline Unavailable,Jerusalem Post,Open the article to view the coverage from Jerusalem Post,center,2022-08-29
1,McCarthy-Allied Super PAC Dishes Out $37 Million Amid GOP Midterm Worries,Kevin McCarthy, Washington,29%,42%,29%,http://ground.news/article/mccarthys-pac-goes-on-offense_532267,Center,7,McCarthy-aligned House GOP PAC ups ad buys by $37 million,The Hill,"The Congressional Leadership Fund (CLF), a super PAC aligned with House Minority Leader Kevin McCarthy (R-Calif.) that supports House Republican candidates, announced Monday that it increased its a…",center,2022-08-29
1,McCarthy-Allied Super PAC Dishes Out $37 Million Amid GOP Midterm Worries,Kevin McCarthy, Washington,29%,42%,29%,http://ground.news/article/mccarthys-pac-goes-on-offense_532267,Center,7,McCarthy-Allied Super PAC Dishes Out $37 Million Amid GOP Midterm Worries,The Daily Caller,"Amid concerns that Republicans will under-perform in the November midterms, a Super PAC aligned with House GOP Leader Kevin McCarthy is spending $37 million.",right,2022-08-29
1,McCarthy-Allied Super PAC Dishes Out $37 Million Amid GOP Midterm Worries,Kevin McCarthy, Washington,29%,42%,29%,http://ground.news/article/mccarthys-pac-goes-on-offense_532267,Center,7,Republican group to spend $37 million in fall ad campaign,NBC News,The House GOP-aligned Congressional Leadership Fund plans to spend millions in party's efforts to win back House control.,left,2022-08-29
1,McCarthy-Allied Super PAC Dishes Out $37 Million Amid GOP Midterm Worries,Kevin McCarthy, Washington,29%,42%,29%,http://ground.news/article/mccarthys-pac-goes-on-offense_532267,Center,7,Headline Unavailable,Newsmax,Open the article to view the coverage from Newsmax,right,2022-08-29
1,McCarthy-Allied Super PAC Dishes Out $37 Million Amid GOP Midterm Worries,Kevin McCarthy, Washington,29%,42%,29%,http://ground.news/article/mccarthys-pac-goes-on-offense_532267,Center,7,McCarthy’s PAC Goes on Offense,Political Wire,"“House Republican Leader Kevin McCarthy’s leadership PAC has reserved another $37 million in TV time for the last two months before midterms — with $9 of every $10 targeting seats carried by President Biden in 2020,” Axios reports.“The aggressive buy from the Congressional Leadership F",center,2022-08-29
1,McCarthy-Allied Super PAC Dishes Out $37 Million Amid GOP Midterm Worries,Kevin McCarthy, Washington,29%,42%,29%,http://ground.news/article/mccarthys-pac-goes-on-offense_532267,Center,7,First look: McCarthy PAC's new offense play,Axios,The aggressive buy from the Congressional Leadership Fund is a  rejoinder to growing talk about Democrats finding a shot to retain the House.,center,2022-08-29
2,"Trump’s Mar-a-Lago documents already examined by FBI, Justice Dept. tells judge",US & Canada, Washington,25%,65%,10%,http://ground.news/article/trumps-mar-a-lago-documents-already-examined-by-fbi-justice-dept-tells-judge_128212,Center,89,U.S.: Review of possibly privileged Trump papers already over,CTV News,"The U.S. Justice Department has completed its review of potentially privileged documents seized from former President Donald Trump's Florida estate this month and has identified 'a limited set of materials that potentially contain attorney-client privileged information,' according to a court filing Monday.",center,2022-08-29
2,"Trump’s Mar-a-Lago documents already examined by FBI, Justice Dept. tells judge",US & Canada, Washington,25%,65%,10%,http://ground.news/article/trumps-mar-a-lago-documents-already-examined-by-fbi-justice-dept-tells-judge_128212,Center,89,Review of possibly privileged Trump papers done: Justice Department - National,Global News,"With the review done, law enforcement officials appeared to be suggesting that the appointment of a third-party special master might now be moot.",left,2022-08-29
2,"Trump’s Mar-a-Lago documents already examined by FBI, Justice Dept. tells judge",US & Canada, Washington,25%,65%,10%,http://ground.news/article/trumps-mar-a-lago-documents-already-examined-by-fbi-justice-dept-tells-judge_128212,Center,89,DOJ says it has reviewed seized documents after Trump asks for special master exam,The Independent,DoJ says government has already found ‘a limited set of materials that potentially contain attorney-client privileged information’ ,left,2022-08-29
2,"Trump’s Mar-a-Lago documents already examined by FBI, Justice Dept. tells judge",US & Canada, Washington,25%,65%,10%,http://ground.news/article/trumps-mar-a-lago-documents-already-examined-by-fbi-justice-dept-tells-judge_128212,Center,89,DOJ says some privileged documents identified in screening of seized Mar-a-Lago documents,USA Today,The filing comes after a U.S. district judge signaled her intent to appoint a special master to serve as a third-party screener of the documents.,left,2022-08-29
2,"Trump’s Mar-a-Lago documents already examined by FBI, Justice Dept. tells judge",US & Canada, Washington,25%,65%,10%,http://ground.news/article/trumps-mar-a-lago-documents-already-examined-by-fbi-justice-dept-tells-judge_128212,Center,89,DOJ tells judge it has completed review of possible attorney-client privileged materials seized from Mar-a-Lago,abc News,The Justice Department on Monday told a judge it has completed its review of possible attorney-client privileged materials seized at Mar-a-Lago.,left,2022-08-29
2,"Trump’s Mar-a-Lago documents already examined by FBI, Justice Dept. tells judge",US & Canada, Washington,25%,65%,10%,http://ground.news/article/trumps-mar-a-lago-documents-already-examined-by-fbi-justice-dept-tells-judge_128212,Center,89,US: Review of possibly privileged Trump papers already over,Associated Press News,A legal filing shows the Justice Department has completed its review of potentially privileged documents seized from former President Donald Trump’s Florida estate this month. Monday's filing says the department,left,2022-08-29
3,"Floods, other water-related disasters could cost global economy $5.6 trillion by 2050 -report",Business, Ottawa,39%,38%,23%,http://ground.news/article/floods-drought-storms-could-cost-canadas-economy-139-billion-by-2050-report_81df73,Left,13,"Floods, other water-related disasters could cost global economy $5.6 trillion by 2050 -report",Reuters,"Worsening droughts, storms and torrential rain in some of the world's largest economies could cause $5.6 trillion in losses to the global economy by 2050, according to a report released on Monday.",center,2022-08-29
3,"Floods, other water-related disasters could cost global economy $5.6 trillion by 2050 -report",Business, Ottawa,39%,38%,23%,http://ground.news/article/floods-drought-storms-could-cost-canadas-economy-139-billion-by-2050-report_81df73,Left,13,"Floods, drought, storms could cost Canada's economy $139 billion by 2050: report",CTV News,"Floods, droughts and major storms that wash out highways, damage buildings and affect power grids could cost Canada's economy $139 billion over the next 30 years, a new climate-based analysis predicts.",center,2022-08-29
3,"Floods, other water-related disasters could cost global economy $5.6 trillion by 2050 -report",Business, Ottawa,39%,38%,23%,http://ground.news/article/floods-drought-storms-could-cost-canadas-economy-139-billion-by-2050-report_81df73,Left,13,Extreme weather events could cost Canada $139 billion by 2050: report - National,Global News,The report predicts manufacturing and distribution will take the biggest hit from water-related climate disasters between now and 2050. ,left,2022-08-29
3,"Floods, other water-related disasters could cost global economy $5.6 trillion by 2050 -report",Business, Ottawa,39%,38%,23%,http://ground.news/article/floods-drought-storms-could-cost-canadas-economy-139-billion-by-2050-report_81df73,Left,13,"Floods, other water-related disasters could cost economy $5.6 trillion by 2050 -report",Financial Post,"LONDON -- Worsening droughts, storms and torrential rain in some of the world's largest economies could cause $5.6 trillion in losses to GDP by 2050, according to a report https://aquanomics.ghd.com/ released Monday. Read More",right,2022-08-29
3,"Floods, other water-related disasters could cost global economy $5.6 trillion by 2050 -report",Business, Ottawa,39%,38%,23%,http://ground.news/article/floods-drought-storms-could-cost-canadas-economy-139-billion-by-2050-report_81df73,Left,13,Water-related disasters to cost world economy $5.6 trn by 2050: Report,Business Standard,"Worsening droughts, storms and torrential rain in some of the world's largest economies could cause $5.6 trillion in losses to GDP by 2050, according to a report released Monday.
",right,2022-08-29
3,"Floods, other water-related disasters could cost global economy $5.6 trillion by 2050 -report",Business, Ottawa,39%,38%,23%,http://ground.news/article/floods-drought-storms-could-cost-canadas-economy-139-billion-by-2050-report_81df73,Left,13,"Floods, droughts and major storms could cost Canada’s economy $139-billion by 2050: report  - The Globe and Mail",The Globe & Mail,The report predicts manufacturing and distribution will take the biggest hit from water-related climate disasters between now and 2050,center,2022-08-29
4,Joe Rogan on lessons learned from pandemic: ‘Vote Republican’,Videos, Washington,6%,13%,81%,http://ground.news/article/joe-rogan-on-lessons-learned-from-pandemic-vote-republican_db0e8d,Right,16,Joe Rogan on lessons learned from pandemic: ‘Vote Republican’,The Hill,"Media personality Joe Rogan said that many people who are angry over COVID-19 protocols during the pandemic that forced their businesses to close should “vote Republican” in the upcoming midterms. In an episode of “The Joe Rogan Experience,” Rogan added that now that the pandemic is over, “people are going to recognize that some serious errors were made…",center,2022-08-29
4,Joe Rogan on lessons learned from pandemic: ‘Vote Republican’,Videos, Washington,6%,13%,81%,http://ground.news/article/joe-rogan-on-lessons-learned-from-pandemic-vote-republican_db0e8d,Right,16,Joe Rogan says to 'vote Republican' in response to COVID-19 shutdowns,Washington Examiner,"Joe Rogan is advising those harmed by COVID-19 policies, including shutdowns of their livelihoods and schools, to vote for Republicans going forward.",right,2022-08-29
4,Joe Rogan on lessons learned from pandemic: ‘Vote Republican’,Videos, Washington,6%,13%,81%,http://ground.news/article/joe-rogan-on-lessons-learned-from-pandemic-vote-republican_db0e8d,Right,16,"Joe Rogan tells listeners to ‘vote Republican,’ bashes Dems’ COVID-19 ‘errors’",New York Post,"Rogan also praised Florida Gov. Ron DeSantis for his ""pretty reasonable policies.""",right,2022-08-29
4,Joe Rogan on lessons learned from pandemic: ‘Vote Republican’,Videos, Washington,6%,13%,81%,http://ground.news/article/joe-rogan-on-lessons-learned-from-pandemic-vote-republican_db0e8d,Right,16,"‘Vote Republican,’ Joe Rogan Tells Voters Fed Up With Lockdowns",The Daily Caller,"Podcast host Joe Rogan told people to ""vote Republican"" after Democrats made some serious fumbles throughout the pandemic.",right,2022-08-29
4,Joe Rogan on lessons learned from pandemic: ‘Vote Republican’,Videos, Washington,6%,13%,81%,http://ground.news/article/joe-rogan-on-lessons-learned-from-pandemic-vote-republican_db0e8d,Right,16,‘Vote Republican:’ Joe Rogan Tells Americans To Swing Red After ‘Serious Errors’ Made During Pandemic,The Daily Wire,"Podcast host Joe Rogan in his latest episode of “The Joe Rogan Experience” with NFL superstar quarterback Aaron Rodgers advised the American people who were forced to shutter their doors, close their businesses, and were harassed over COVID-19 mandates during the pandemic to “vote Republican.”Rogan’s comments came on Saturday while he discussed COVID vaccines with Rogers, who famously declined to get the jab.Over a three-hour conversation, the t…",right,2022-08-29
4,Joe Rogan on lessons learned from pandemic: ‘Vote Republican’,Videos, Washington,6%,13%,81%,http://ground.news/article/joe-rogan-on-lessons-learned-from-pandemic-vote-republican_db0e8d,Right,16,Rogan tells Americans to 'vote Republican' over 'serious errors' during COVID pandemic,justthenews.com,"Rogan said he hopes people will ""recognize that some serious errors were made and not repeat those.""",right,2022-08-29
5,Elon Musk’s Lawyers Subpoena Twitter Whistle-Blower,Business, San Francisco,32%,53%,15%,http://ground.news/article/elon-musks-lawyers-subpoena-twitter-whistle-blower_bfd52d,Center,34,"Elon Musk subpoenas Twitter whistleblower, seeking info on spam, security",Reuters,"WILMINGTON, Del - Elon Musk subpoenaed a Twitter Inc whistleblower, seeking documents and communications on spam and alleged security vulnerabilities at the social media company as part of his ongoing legal battle to end his agreement to buy the company for $44 billion, according to a court filing on Monday. (Reporting by Tom Hals in Wilmington, Delaware; Editing by Mark Porter)",center,2022-08-29
5,Elon Musk’s Lawyers Subpoena Twitter Whistle-Blower,Business, San Francisco,32%,53%,15%,http://ground.news/article/elon-musks-lawyers-subpoena-twitter-whistle-blower_bfd52d,Center,34,Musk subpoenas Twitter whistleblower as he battles to end takeover deal,The Guardian,"Billionaire seeking documents on company’s spam, claiming it misled him about true number of bot accountsElon Musk has subpoenaed a Twitter whistleblower, seeking documents and communications on the company’s spam and alleged security vulnerabilities as the billionaire battles to end his agreement to buy Twitter for $44bn, according to a court filing on Monday.Musk sought information from whistleblower Peiter Zatko mostly about the way Twitter m…",left,2022-08-29
5,Elon Musk’s Lawyers Subpoena Twitter Whistle-Blower,Business, San Francisco,32%,53%,15%,http://ground.news/article/elon-musks-lawyers-subpoena-twitter-whistle-blower_bfd52d,Center,34,Elon Musk subpoenas Twitter whistleblower ahead of trial,The Independent,Elon Musk’s legal team is demanding to hear from a whistleblowing former Twitter executive who could help bolster Musk’s case for backing out of a $44 billion deal to buy the social media company,left,2022-08-29
5,Elon Musk’s Lawyers Subpoena Twitter Whistle-Blower,Business, San Francisco,32%,53%,15%,http://ground.news/article/elon-musks-lawyers-subpoena-twitter-whistle-blower_bfd52d,Center,34,"Elon Musk Summons Twitter Whistleblower Seeking Information On Spam, Security",NDTV,"Elon Musk has subpoenaed a Twitter Inc whistleblower, seeking documents and communications on the company's spam and alleged security vulnerabilities.",left,2022-08-29
5,Elon Musk’s Lawyers Subpoena Twitter Whistle-Blower,Business, San Francisco,32%,53%,15%,http://ground.news/article/elon-musks-lawyers-subpoena-twitter-whistle-blower_bfd52d,Center,34,Elon Musk subpoenas Twitter whistleblower ahead of trial,Washington Times,"Elon Musk's legal team is demanding to hear from Twitter's whistleblowing former security chief, who could help bolster Musk's case for backing out of a $44 billion deal to buy the social media company.",right,2022-08-29
5,Elon Musk’s Lawyers Subpoena Twitter Whistle-Blower,Business, San Francisco,32%,53%,15%,http://ground.news/article/elon-musks-lawyers-subpoena-twitter-whistle-blower_bfd52d,Center,34,Elon Musk subpoenas Twitter whistleblower ahead of trial,abc News,Elon Musk’s legal team is demanding to hear from a whistleblowing former Twitter executive who could help bolster Musk’s case for backing out of a $44 billion deal to buy the social media company,left,2022-08-29
6,Rioter who encountered senator gets over 4 years in prison,US & Canada, Washington,21%,74%,5%,http://ground.news/article/rioter-who-encountered-senator-gets-over-4-years-in-prison_1f91a2,Center,38,Proud Boys recruit sentenced to 4.5 years for role in U.S. Capitol riot,Reuters,"A local man who was in the process of joining the far-right Proud Boys group was sentenced on Monday to serve about 4-1/2 years in prison for his role in storming the U.S. Capitol on Jan. 6, 2021, the Justice Department said.",center,2022-08-29
6,Rioter who encountered senator gets over 4 years in prison,US & Canada, Washington,21%,74%,5%,http://ground.news/article/rioter-who-encountered-senator-gets-over-4-years-in-prison_1f91a2,Center,38,Rioter who encountered senator gets over 4 years in prison,The Independent,A Maryland man affiliated with the far-right Proud Boys extremist group has been sentenced to more than four years in prison for storming the U.S. Capitol,left,2022-08-29
6,Rioter who encountered senator gets over 4 years in prison,US & Canada, Washington,21%,74%,5%,http://ground.news/article/rioter-who-encountered-senator-gets-over-4-years-in-prison_1f91a2,Center,38,Proud Boy who came within seconds of Sen. Schumer on January 6 sentenced to 55 months in prison,CNN,"Joshua Pruitt, the Proud Boy who nearly came face-to-face with then-Senate Minority Leader Chuck Schumer during the attack of the US Capitol on January 6, 2021, was sentenced to four years and seven months behind bars for his role in obstructing the certification of the electoral college vote that day.",left,2022-08-29
6,Rioter who encountered senator gets over 4 years in prison,US & Canada, Washington,21%,74%,5%,http://ground.news/article/rioter-who-encountered-senator-gets-over-4-years-in-prison_1f91a2,Center,38,Rioter who encountered senator gets over 4 years in prison,Associated Press News,A Maryland man affiliated with the far-right Proud Boys extremist group has been sentenced to more than four years in prison for storming the U.S. Capitol. Authorities say Joshua Pruitt,left,2022-08-29
6,Rioter who encountered senator gets over 4 years in prison,US & Canada, Washington,21%,74%,5%,http://ground.news/article/rioter-who-encountered-senator-gets-over-4-years-in-prison_1f91a2,Center,38,"D.C. Proud Boy member who led mob, menaced Schumer sentenced to 55 months",The Washington Post,"Joshua Pruitt, who joined the far-right group during earlier violent protests in Washington, was described by police as an instigator of the riot.",left,2022-08-29
6,Rioter who encountered senator gets over 4 years in prison,US & Canada, Washington,21%,74%,5%,http://ground.news/article/rioter-who-encountered-senator-gets-over-4-years-in-prison_1f91a2,Center,38,Capitol rioter who encountered Sen. Chuck Schumer sentenced to more than 4 years in prison,CBS News,The Maryland man is affiliated with the far-right Proud Boys extremist group.,left,2022-08-29
7,Trump's home search unearthed some documents covered by attorney-client privilege-prosecutors,Donald Trump, Washington,41%,41%,18%,http://ground.news/article/trumps-home-search-unearthed-some-documents-covered-by-attorney-client-privilege-prosecutors,,17,Trump's home search unearths material possibly covered by attorney-client privilege -prosecutors,Times of India,The new disclosure by the Justice Department could bolster a request by Trump's legal team to appoint a special master to conduct a privilege review of the items the FBI seized from Trump's Florida estate during its unprecedented Aug. 8 search.,right,2022-08-29
7,Trump's home search unearthed some documents covered by attorney-client privilege-prosecutors,Donald Trump, Washington,41%,41%,18%,http://ground.news/article/trumps-home-search-unearthed-some-documents-covered-by-attorney-client-privilege-prosecutors,,17,"Trump's home search unearths material possibly covered by attorney-client privilege, prosecutors say",Reuters,"The U.S. Justice Department's search of former President Donald Trump's home this month turned up a ""limited"" number of documents potentially subject to attorney-client privilege, federal prosecutors said in a court filing on Monday.",center,2022-08-29
7,Trump's home search unearthed some documents covered by attorney-client privilege-prosecutors,Donald Trump, Washington,41%,41%,18%,http://ground.news/article/trumps-home-search-unearthed-some-documents-covered-by-attorney-client-privilege-prosecutors,,17,DOJ admits materials seized from Trump may be protected by attorney-client privilege,Washington Times,The Justice Department said Monday that some of the materials seized in the FBI raid of former President Donald Trump’s residence may be protected under attorney-client privilege.,right,2022-08-29
7,Trump's home search unearthed some documents covered by attorney-client privilege-prosecutors,Donald Trump, Washington,41%,41%,18%,http://ground.news/article/trumps-home-search-unearthed-some-documents-covered-by-attorney-client-privilege-prosecutors,,17,"'Limited set of materials' potentially covered by attorney-client privilege found in Mar-a-Lago search, Justice Department says",CNN,"The Justice Department has identified ""a limited set of materials"" from its search of documents taken from Mar-a-Lago that potentially contain material covered by attorney-client privilege and is in the process of addressing privilege disputes, it said in a court filing Monday.",left,2022-08-29
7,Trump's home search unearthed some documents covered by attorney-client privilege-prosecutors,Donald Trump, Washington,41%,41%,18%,http://ground.news/article/trumps-home-search-unearthed-some-documents-covered-by-attorney-client-privilege-prosecutors,,17,"DOJ says review of seized Trump documents is already done, suggests request for watchdog came too late",CNBC,"The ""limited set"" of potentially privileged materials was identified by a law enforcement team separate from those investigating Trump, the DOJ said.",center,2022-08-29
7,Trump's home search unearthed some documents covered by attorney-client privilege-prosecutors,Donald Trump, Washington,41%,41%,18%,http://ground.news/article/trumps-home-search-unearthed-some-documents-covered-by-attorney-client-privilege-prosecutors,,17,Search of Donald Trump's home unearths documents covered by attorney-client privilege,News24,"The US Justice Department's search of former President Donald Trump's home this month turned up a ""limited"" number of documents subject to attorney-client privilege, federal prosecutors said in a court filing on Monday.",center,2022-08-29
8,Trump's home search unearthed some documents covered by attorney-client privilege-prosecutors,Donald Trump, Washington,41%,41%,18%,http://ground.news/article/trumps-home-search-unearthed-some-documents-covered-by-attorney-client-privilege-prosecutors,,17,Trump's home search unearths material possibly covered by attorney-client privilege -prosecutors,Times of India,The new disclosure by the Justice Department could bolster a request by Trump's legal team to appoint a special master to conduct a privilege review of the items the FBI seized from Trump's Florida estate during its unprecedented Aug. 8 search.,right,2022-08-29
8,Trump's home search unearthed some documents covered by attorney-client privilege-prosecutors,Donald Trump, Washington,41%,41%,18%,http://ground.news/article/trumps-home-search-unearthed-some-documents-covered-by-attorney-client-privilege-prosecutors,,17,"Trump's home search unearths material possibly covered by attorney-client privilege, prosecutors say",Reuters,"The U.S. Justice Department's search of former President Donald Trump's home this month turned up a ""limited"" number of documents potentially subject to attorney-client privilege, federal prosecutors said in a court filing on Monday.",center,2022-08-29
8,Trump's home search unearthed some documents covered by attorney-client privilege-prosecutors,Donald Trump, Washington,41%,41%,18%,http://ground.news/article/trumps-home-search-unearthed-some-documents-covered-by-attorney-client-privilege-prosecutors,,17,DOJ admits materials seized from Trump may be protected by attorney-client privilege,Washington Times,The Justice Department said Monday that some of the materials seized in the FBI raid of former President Donald Trump’s residence may be protected under attorney-client privilege.,right,2022-08-29
